time, timemax, Amax, beta0, beta1, beta2, beta3, beta4, beta5
2013-08-18, 2013-08-18T06:24:00.979200000, 30.837, 1024.011, 0.610, 131.693, 58.521, 44.878, 48.479
2013-08-19, 2013-08-19T01:30:00.979200000, 20.696, 1024.001, 0.612, 130.149, 61.501, 39.009, 48.924
2013-08-20, 2013-08-20T11:34:00.979200000, 27.195, 1023.982, 0.600, 125.916, 53.474, 44.647, 51.225
2013-08-21, 2013-08-21T09:57:00.979200000, 21.607, 1024.003, 0.625, 126.974, 48.606, 48.798, 59.778
2013-08-22, 2013-08-22T01:18:00.979200000, 29.053, 1024.067, 0.644, 124.584, 43.426, 58.750, 56.595
2013-08-23, 2013-08-23T22:16:00.979200000, 23.986, 1024.302, 0.741, 131.894, 43.052, 81.260, 59.334
2013-08-24, 2013-08-24T21:51:00.979200000, 19.006, 1024.152, 0.638, 139.117, 44.727, 50.568, 63.801
2013-08-25, 2013-08-25T15:10:00.979200000, 25.260, 1024.329, 0.701, 142.968, 47.181, 65.399, 56.815
2013-08-26, 2013-08-26T20:19:00.979200000, 25.884, 1024.278, 0.686, 136.969, 54.649, 62.647, 43.331
2013-08-27, 2013-08-27T06:14:00.979200000, 19.804, 1024.208, 0.653, 130.611, 55.822, 67.822, 31.293
2013-08-28, 2013-08-28T05:00:00.979200000, 20.630, 1024.147, 0.608, 131.816, 48.442, 62.033, 23.701
2013-08-29, 2013-08-29T07:48:00.979200000, -22.745, 1024.202, 0.630, 140.241, 48.883, 55.387, 23.013
2013-08-30, 2013-08-30T05:52:00.979200000, 25.054, 1024.168, 0.617, 140.248, 46.912, 53.735, 23.769
2013-08-31, 2013-08-31T23:36:00.979200000, -26.000, 1024.149, 0.639, 137.683, 48.709, 56.594, 23.817
2013-09-01, 2013-09-01T16:42:00.979200000, 29.670, 1024.311, 0.743, 142.293, 61.276, 59.959, 32.198
2013-09-02, 2013-09-02T03:38:00.979200000, 27.884, 1024.179, 0.639, 145.846, 67.280, 46.520, 38.542
2013-09-03, 2013-09-03T20:10:00.979200000, 26.133, 1024.192, 0.594, 153.200, 40.999, 29.693, 61.273
2013-09-04, 2013-09-04T19:31:00.979200000, 30.539, 1024.182, 0.582, 154.799, 25.003, 25.752, 78.296
2013-09-05, 2013-09-05T22:25:00.979200000, 25.353, 1024.152, 0.574, 156.430, 24.123, 17.498, 84.052
2013-09-06, 2013-09-06T11:58:00.979200000, 22.688, 1024.085, 0.540, 156.697, 28.995, 6.050, 82.548
2013-09-07, 2013-09-07T18:04:00.979200000, -14.128, 1024.023, 0.532, 145.867, 71.492, 21.413, 33.379
2013-09-08, 2013-09-08T09:44:00.979200000, 22.234, 1024.333, 0.712, 148.831, 69.543, 52.198, 47.417
2013-09-09, 2013-09-09T12:42:00.979200000, -18.998, 1024.251, 0.694, 139.262, 67.844, 61.827, 32.395
2013-09-10, 2013-09-10T13:30:00.979200000, 17.471, 1024.140, 0.649, 136.053, 69.746, 58.494, 30.814
2013-09-11, 2013-09-11T14:56:00.979200000, 43.953, 1024.022, 0.578, 131.261, 67.115, 54.388, 28.481
2013-09-12, 2013-09-12T07:40:00.979200000, -18.225, 1023.964, 0.546, 130.594, 71.384, 48.399, 25.008
2013-09-13, 2013-09-13T21:50:00.979200000, 26.238, 1024.025, 0.561, 140.465, 73.119, 42.104, 24.936
2013-09-14, 2013-09-14T17:50:00.979200000, 28.549, 1024.071, 0.585, 146.243, 75.384, 37.061, 23.622
2013-09-15, 2013-09-15T06:28:00.979200000, 30.049, 1024.103, 0.628, 145.021, 74.448, 39.785, 27.655
2013-09-16, 2013-09-16T07:06:00.979200000, 42.190, 1024.071, 0.630, 139.390, 69.942, 47.110, 28.608
2013-09-17, 2013-09-17T20:25:00.979200000, 36.463, 1024.210, 0.718, 137.757, 63.793, 57.013, 31.842
2013-09-18, 2013-09-18T21:33:00.979200000, 23.970, 1024.196, 0.691, 133.326, 51.421, 60.791, 27.090
2013-09-19, 2013-09-19T08:13:00.979200000, 23.216, 1024.348, 0.758, 138.555, 44.536, 63.325, 24.020
2013-09-20, 2013-09-20T08:49:00.979200000, 18.574, 1024.152, 0.641, 133.347, 34.675, 61.277, 22.019
2013-09-21, 2013-09-21T21:20:00.979200000, 19.026, 1024.280, 0.699, 134.204, 35.344, 68.704, 25.954
2013-09-22, 2013-09-22T23:48:00.979200000, 18.699, 1024.170, 0.648, 125.621, 33.141, 70.128, 31.100
2013-09-23, 2013-09-23T00:08:00.979200000, 20.620, 1024.241, 0.703, 119.611, 35.741, 78.469, 31.962
2013-09-24, 2013-09-24T01:00:00.979200000, 33.534, 1024.229, 0.703, 113.853, 34.693, 81.278, 32.481
2013-09-25, 2013-09-25T01:54:00.979200000, 29.022, 1024.217, 0.693, 110.486, 31.818, 82.084, 30.587
2013-09-26, 2013-09-26T03:28:00.979200000, 25.293, 1024.267, 0.712, 111.199, 33.764, 84.373, 34.652
2013-09-27, 2013-09-27T06:28:00.979200000, 42.666, 1024.277, 0.717, 110.736, 37.837, 85.447, 41.087
2013-09-28, 2013-09-28T16:50:00.979200000, 20.479, 1024.266, 0.728, 107.423, 44.750, 85.865, 41.808
2013-09-29, 2013-09-29T18:24:00.979200000, 26.624, 1024.188, 0.702, 99.478, 45.051, 86.491, 42.594
2013-09-30, 2013-09-30T12:46:00.979200000, -18.175, 1024.102, 0.649, 92.706, 42.748, 82.377, 39.791
2013-10-01, 2013-10-01T18:08:00.979200000, 27.532, 1024.057, 0.635, 89.106, 44.375, 79.580, 41.744
2013-10-02, 2013-10-02T07:23:00.979200000, 29.969, 1024.184, 0.722, 97.469, 64.192, 82.229, 64.811
2013-10-03, 2013-10-03T09:14:00.979200000, 30.671, 1024.229, 0.724, 103.322, 64.797, 80.668, 67.680
2013-10-04, 2013-10-04T22:20:00.979200000, 27.816, 1024.145, 0.692, 106.627, 61.266, 64.722, 66.163
2013-10-05, 2013-10-05T22:26:00.979200000, 34.546, 1024.064, 0.665, 117.339, 69.859, 30.222, 59.043
2013-10-06, 2013-10-06T07:26:00.979200000, 20.901, 1023.986, 0.654, 105.541, 73.218, 42.966, 49.912
2013-10-07, 2013-10-07T21:08:00.979200000, 33.838, 1023.950, 0.634, 103.655, 62.531, 46.259, 49.678
2013-10-08, 2013-10-08T20:02:00.979200000, 13.404, 1023.967, 0.607, 94.804, 47.065, 66.522, 44.633
2013-10-09, 2013-10-09T14:22:00.979200000, 22.189, 1024.028, 0.600, 90.832, 39.797, 78.475, 41.792
2013-10-10, 2013-10-10T12:24:00.979200000, -22.179, 1024.199, 0.762, 89.832, 60.973, 98.131, 59.938
2013-10-11, 2013-10-11T10:23:00.979200000, -20.676, 1024.176, 0.768, 94.554, 62.401, 90.765, 66.231
2013-10-12, 2013-10-12T09:41:00.979200000, -26.317, 1024.453, 0.910, 101.809, 63.090, 110.639, 64.475
2013-10-13, 2013-10-13T20:40:00.979200000, 29.841, 1024.263, 0.826, 99.221, 50.993, 100.640, 54.659
2013-10-14, 2013-10-14T07:26:00.979200000, 21.398, 1024.309, 0.812, 108.539, 51.989, 95.427, 56.866
2013-10-15, 2013-10-15T22:18:00.979200000, 39.665, 1024.149, 0.703, 111.447, 45.078, 75.278, 55.963
2013-10-16, 2013-10-16T21:42:00.979200000, 25.997, 1024.058, 0.660, 109.766, 48.229, 67.341, 47.825
2013-10-17, 2013-10-17T23:31:00.979200000, 39.247, 1024.193, 0.759, 113.582, 53.901, 79.514, 60.124
2013-10-18, 2013-10-18T23:45:00.979200000, 38.196, 1024.284, 0.810, 110.516, 51.344, 97.084, 61.088
2013-10-19, 2013-10-19T00:34:00.979200000, 30.926, 1024.227, 0.781, 105.486, 48.733, 99.845, 64.861
2013-10-20, 2013-10-20T22:46:00.979200000, 25.143, 1024.192, 0.763, 103.351, 47.479, 101.969, 72.359
2013-10-21, 2013-10-21T23:39:00.979200000, 21.191, 1024.105, 0.781, 98.033, 53.867, 97.316, 72.260
2013-10-22, 2013-10-22T13:46:00.979200000, 24.181, 1024.045, 0.805, 90.741, 58.748, 99.394, 63.926
2013-10-23, 2013-10-23T01:44:00.979200000, 19.896, 1024.111, 0.851, 95.937, 58.650, 105.851, 58.275
2013-10-24, 2013-10-24T05:40:00.979200000, 24.347, 1024.302, 0.922, 106.026, 57.441, 107.506, 45.717
2013-10-25, 2013-10-25T20:51:00.979200000, 25.685, 1024.181, 0.896, 103.246, 68.092, 103.756, 53.311
2013-10-26, 2013-10-26T23:59:00.979200000, 23.237, 1023.941, 0.850, 77.371, 80.971, 115.175, 42.942
2013-10-27, 2013-10-27T00:24:00.979200000, 25.615, 1024.047, 0.872, 75.993, 77.362, 123.506, 33.725
2013-10-28, 2013-10-28T15:30:00.979200000, 23.651, 1023.973, 0.906, 60.415, 80.993, 139.199, 38.571
2013-10-29, 2013-10-29T05:06:00.979200000, -34.990, 1023.971, 0.849, 65.638, 74.880, 130.803, 42.168
2013-10-30, 2013-10-30T04:22:00.979200000, -21.481, 1023.816, 0.811, 59.216, 72.273, 127.057, 48.064
2013-10-31, 2013-10-31T22:26:00.979200000, 18.508, 1023.759, 0.852, 54.298, 70.326, 128.785, 52.863
2013-11-01, 2013-11-01T09:12:00.979200000, -23.706, 1023.715, 0.818, 61.615, 67.469, 119.018, 54.157
2013-11-02, 2013-11-02T23:57:00.979200000, -30.708, 1023.749, 0.840, 67.275, 71.436, 118.638, 61.008
2013-11-03, 2013-11-03T11:26:00.979200000, 23.981, 1023.913, 0.911, 74.521, 71.130, 126.479, 62.159
2013-11-04, 2013-11-04T08:20:00.979200000, 15.965, 1023.996, 0.895, 80.326, 66.268, 123.830, 52.064
2013-11-05, 2013-11-05T01:25:00.979200000, -20.807, 1023.933, 0.843, 74.336, 58.575, 124.277, 45.028
2013-11-06, 2013-11-06T16:35:00.979200000, -23.889, 1023.770, 0.929, 50.756, 61.681, 143.552, 51.766
2013-11-07, 2013-11-07T04:58:00.979200000, 23.290, 1023.837, 0.968, 55.543, 61.637, 144.752, 49.209
2013-11-08, 2013-11-08T06:36:00.979200000, 20.924, 1023.835, 0.961, 56.506, 60.637, 143.833, 54.240
2013-11-09, 2013-11-09T08:18:00.979200000, 23.534, 1023.793, 0.859, 64.791, 55.209, 127.477, 51.804
2013-11-10, 2013-11-10T21:24:00.979200000, -26.035, 1023.733, 0.912, 56.442, 63.846, 133.090, 54.005
2013-11-11, 2013-11-11T09:01:00.979200000, 15.266, 1023.706, 1.001, 46.584, 69.869, 146.466, 58.531
2013-11-12, 2013-11-12T07:32:00.979200000, 23.102, 1023.792, 0.959, 61.864, 64.895, 137.618, 51.753
2013-11-13, 2013-11-13T17:38:00.979200000, 21.828, 1023.817, 0.886, 67.403, 59.826, 126.921, 50.239
2013-11-14, 2013-11-14T22:21:00.979200000, -20.361, 1023.799, 0.914, 65.597, 57.609, 128.271, 48.460
2013-11-15, 2013-11-15T03:28:00.979200000, 22.880, 1023.795, 1.072, 55.272, 62.306, 147.383, 54.560
2013-11-16, 2013-11-16T12:20:00.979200000, -20.948, 1023.523, 1.124, 40.174, 56.702, 151.698, 68.872
2013-11-17, 2013-11-17T06:32:00.979200000, 25.822, 1023.555, 1.070, 47.812, 53.236, 143.209, 67.630
2013-11-18, 2013-11-18T23:59:00.979200000, -25.724, 1023.680, 0.967, 58.972, 50.244, 130.807, 60.872
2013-11-19, 2013-11-19T00:08:00.979200000, -34.109, 1023.586, 0.859, 56.702, 44.133, 116.316, 50.069
2013-11-20, 2013-11-20T01:05:00.979200000, -23.051, 1023.588, 0.813, 57.409, 39.608, 111.558, 43.784
2013-11-21, 2013-11-21T04:04:00.979200000, -16.698, 1023.570, 0.828, 56.175, 42.090, 112.254, 45.212
2013-11-22, 2013-11-22T14:40:00.979200000, 22.178, 1023.696, 0.961, 56.010, 56.439, 128.761, 54.775
2013-11-23, 2013-11-23T06:46:00.979200000, 24.402, 1023.864, 1.034, 62.600, 59.480, 138.331, 59.102
2013-11-24, 2013-11-24T18:48:00.979200000, -25.600, 1023.918, 1.042, 65.758, 56.701, 138.193, 57.732
2013-11-25, 2013-11-25T03:59:00.979200000, -26.069, 1023.962, 0.944, 74.942, 52.835, 124.450, 51.739
2013-11-26, 2013-11-26T01:36:00.979200000, 23.325, 1023.918, 0.876, 76.206, 53.389, 115.916, 49.319
2013-11-27, 2013-11-27T20:02:00.979200000, -23.198, 1024.010, 0.939, 78.858, 61.455, 120.159, 48.924
2013-11-28, 2013-11-28T21:30:00.979200000, 22.801, 1023.902, 0.753, 85.061, 47.625, 96.523, 41.223
2013-11-29, 2013-11-29T19:34:00.979200000, 18.926, 1024.125, 0.787, 102.893, 53.355, 90.971, 48.064
2013-11-30, 2013-11-30T07:56:00.979200000, 30.425, 1024.055, 0.768, 109.871, 76.008, 71.334, 54.935
2013-12-01, 2013-12-01T23:50:00.979200000, 22.702, 1023.995, 0.764, 101.292, 62.202, 79.291, 45.436
2013-12-02, 2013-12-02T12:11:00.979200000, 17.426, 1023.966, 0.747, 96.409, 50.162, 86.439, 37.957
2013-12-03, 2013-12-03T03:14:00.979200000, -15.107, 1023.942, 0.723, 94.228, 44.374, 85.420, 34.047
2013-12-04, 2013-12-04T00:44:00.979200000, 16.283, 1023.954, 0.696, 96.753, 41.345, 80.415, 32.137
2013-12-05, 2013-12-05T02:11:00.979200000, 30.046, 1024.086, 0.759, 103.298, 45.762, 85.674, 38.153
2013-12-06, 2013-12-06T02:48:00.979200000, 26.202, 1024.068, 0.749, 103.443, 45.202, 87.568, 41.039
2013-12-07, 2013-12-07T18:49:00.979200000, 26.477, 1024.113, 0.778, 105.899, 46.671, 92.736, 45.422
2013-12-08, 2013-12-08T05:47:00.979200000, 35.713, 1024.162, 0.824, 103.691, 48.751, 101.782, 42.979
2013-12-09, 2013-12-09T19:50:00.979200000, 33.352, 1024.041, 0.800, 96.435, 49.057, 103.332, 45.563
2013-12-10, 2013-12-10T21:59:00.979200000, 44.241, 1024.042, 0.811, 95.205, 57.081, 102.315, 45.676
2013-12-11, 2013-12-11T14:06:00.979200000, -27.856, 1024.006, 0.800, 91.473, 58.625, 103.864, 40.061
2013-12-12, 2013-12-12T22:00:00.979200000, 31.766, 1023.975, 0.866, 85.901, 61.581, 111.277, 42.967
2013-12-13, 2013-12-13T10:16:00.979200000, 21.687, 1023.890, 0.854, 84.216, 64.048, 107.261, 47.346
2013-12-14, 2013-12-14T13:20:00.979200000, -28.619, 1023.935, 0.861, 92.749, 63.532, 102.904, 51.242
2013-12-15, 2013-12-15T22:06:00.979200000, 25.991, 1023.980, 0.872, 96.314, 60.361, 100.984, 45.249
2013-12-16, 2013-12-16T03:14:00.979200000, -25.890, 1023.910, 0.891, 90.213, 64.780, 103.475, 46.348
2013-12-17, 2013-12-17T14:08:00.979200000, -24.439, 1023.983, 0.948, 91.341, 67.899, 110.094, 49.883
2013-12-18, 2013-12-18T00:40:00.979200000, 28.197, 1024.044, 0.970, 90.987, 65.932, 113.055, 49.701
2013-12-19, 2013-12-19T21:16:00.979200000, 22.450, 1023.998, 0.961, 86.746, 65.895, 113.778, 48.211
2013-12-20, 2013-12-20T05:53:00.979200000, -23.407, 1023.930, 0.966, 77.499, 71.814, 117.369, 51.560
2013-12-21, 2013-12-21T15:46:00.979200000, 19.792, 1023.789, 1.039, 62.132, 77.345, 131.051, 57.236
2013-12-22, 2013-12-22T07:56:00.979200000, -21.841, 1023.815, 0.943, 73.049, 66.181, 116.574, 51.092
2013-12-23, 2013-12-23T18:22:00.979200000, -27.798, 1023.887, 1.017, 76.405, 68.820, 125.790, 52.185
2013-12-24, 2013-12-24T01:39:00.979200000, 20.902, 1023.722, 0.991, 63.812, 56.416, 130.341, 50.818
2013-12-25, 2013-12-25T17:51:00.979200000, -19.997, 1023.844, 1.201, 60.707, 64.929, 149.980, 54.504
2013-12-26, 2013-12-26T03:46:00.979200000, 18.958, 1023.792, 1.230, 56.724, 66.665, 154.909, 66.486
2013-12-27, 2013-12-27T22:40:00.979200000, 13.407, 1023.318, 1.082, 42.122, 58.200, 134.616, 76.285
2013-12-28, 2013-12-28T14:58:00.979200000, -25.334, 1023.326, 1.017, 46.193, 57.815, 125.443, 74.419
2013-12-29, 2013-12-29T17:04:00.979200000, -28.466, 1023.557, 1.125, 52.161, 62.417, 146.633, 77.204
2013-12-30, 2013-12-30T20:02:00.979200000, -25.864, 1023.492, 1.053, 47.870, 56.523, 151.729, 74.680
2013-12-31, 2013-12-31T20:48:00.979200000, -25.241, 1023.468, 0.928, 57.093, 42.382, 141.215, 66.457
2014-01-01, 2014-01-01T05:50:00.979200000, -25.314, 1023.365, 0.773, 68.936, 31.837, 121.402, 41.866
2014-01-02, 2014-01-02T03:54:00.979200000, 31.536, 1023.319, 0.776, 71.198, 32.743, 112.460, 36.062
2014-01-03, 2014-01-03T22:25:00.979200000, -20.172, 1023.391, 0.848, 71.888, 33.819, 104.207, 33.603
2014-01-04, 2014-01-04T04:55:00.979200000, 14.092, 1023.444, 0.854, 79.008, 36.354, 96.464, 26.119
2014-01-05, 2014-01-05T08:07:00.979200000, 13.787, 1023.532, 0.890, 84.197, 37.159, 91.080, 25.602
2014-01-06, 2014-01-06T10:56:00.979200000, 9.004, 1023.600, 0.878, 92.883, 36.173, 85.460, 24.465
2014-01-07, 2014-01-07T13:20:00.979200000, 14.738, 1023.722, 0.903, 105.060, 40.903, 79.782, 28.108
2014-01-08, 2014-01-08T17:13:00.979200000, 20.057, 1024.009, 1.060, 113.882, 53.883, 82.411, 35.293
2014-01-09, 2014-01-09T01:52:00.979200000, 13.708, 1024.118, 1.143, 119.722, 67.575, 80.666, 41.697
2014-01-10, 2014-01-10T10:56:00.979200000, -20.181, 1024.089, 1.101, 119.426, 63.371, 79.814, 37.912
2014-01-11, 2014-01-11T11:52:00.979200000, -18.286, 1024.200, 1.176, 120.606, 66.801, 84.296, 41.070
2014-01-12, 2014-01-12T13:34:00.979200000, 20.620, 1024.091, 1.114, 117.851, 61.258, 84.823, 39.756
2014-01-13, 2014-01-13T13:53:00.979200000, 25.240, 1024.129, 1.164, 114.513, 62.643, 90.676, 42.526
2014-01-14, 2014-01-14T15:16:00.979200000, 22.917, 1024.059, 1.213, 108.550, 73.338, 98.369, 60.539
2014-01-15, 2014-01-15T16:54:00.979200000, 23.846, 1023.923, 1.171, 100.450, 68.000, 97.978, 58.079
2014-01-16, 2014-01-16T18:51:00.979200000, 12.007, 1023.657, 0.973, 90.200, 50.012, 87.133, 42.835
2014-01-17, 2014-01-17T17:34:00.979200000, -13.796, 1023.589, 0.919, 82.647, 39.973, 88.019, 35.504
2014-01-18, 2014-01-18T08:56:00.979200000, 11.431, 1023.587, 0.957, 72.822, 43.064, 97.928, 38.599
2014-01-19, 2014-01-19T17:18:00.979200000, -16.732, 1023.707, 0.985, 70.770, 46.004, 105.829, 39.763
2014-01-20, 2014-01-20T17:22:00.979200000, -18.975, 1023.942, 1.031, 73.163, 49.156, 115.064, 36.620
2014-01-21, 2014-01-21T11:38:00.979200000, 19.841, 1024.065, 1.169, 63.348, 56.286, 133.493, 36.318
2014-01-22, 2014-01-22T11:39:00.979200000, 20.538, 1024.090, 1.196, 61.395, 51.255, 138.027, 33.949
2014-01-23, 2014-01-23T09:32:00.979200000, 21.915, 1024.085, 1.123, 63.265, 47.908, 133.056, 29.263
2014-01-24, 2014-01-24T03:56:00.979200000, -29.876, 1024.061, 1.218, 57.294, 52.268, 140.039, 31.027
2014-01-25, 2014-01-25T12:04:00.979200000, 32.992, 1023.973, 1.212, 54.355, 51.403, 143.974, 38.891
2014-01-26, 2014-01-26T12:04:00.979200000, 26.118, 1023.844, 1.040, 57.166, 41.608, 130.679, 42.590
2014-01-27, 2014-01-27T12:04:00.979200000, 28.023, 1023.822, 1.025, 58.527, 42.812, 127.387, 47.672
2014-01-28, 2014-01-28T19:41:00.979200000, -30.328, 1023.781, 1.019, 57.869, 43.400, 124.968, 53.619
2014-01-29, 2014-01-29T21:44:00.979200000, -17.599, 1023.579, 1.007, 49.946, 43.544, 116.880, 58.411
2014-01-30, 2014-01-30T06:10:00.979200000, -22.500, 1023.486, 1.031, 43.699, 45.016, 114.568, 59.087
2014-01-31, 2014-01-31T21:36:00.979200000, -27.453, 1023.430, 1.018, 42.290, 43.865, 110.314, 56.778
2014-02-01, 2014-02-01T01:20:00.979200000, -16.910, 1023.445, 1.059, 42.794, 47.754, 112.188, 62.752
2014-02-02, 2014-02-02T13:26:00.979200000, -27.034, 1023.422, 1.063, 42.904, 52.274, 106.633, 68.435
2014-02-03, 2014-02-03T14:26:00.979200000, -27.546, 1023.424, 1.096, 45.333, 57.321, 103.757, 76.204
2014-02-04, 2014-02-04T07:25:00.979200000, 23.836, 1023.523, 1.087, 58.111, 62.925, 88.088, 90.873
2014-02-05, 2014-02-05T15:06:00.979200000, -26.799, 1023.477, 1.039, 63.570, 64.707, 72.580, 88.681
2014-02-06, 2014-02-06T14:22:00.979200000, -29.153, 1023.407, 1.001, 62.662, 67.961, 63.423, 75.503
2014-02-07, 2014-02-07T03:56:00.979200000, -29.240, 1023.878, 1.200, 80.095, 49.056, 110.338, 94.860
2014-02-13, 2014-02-13T19:16:01.008000000, -15.486, 1023.850, 1.198, 77.838, 50.377, 110.357, 93.233
2014-02-14, 2014-02-14T03:48:01.008000000, 15.544, 1023.741, 1.198, 71.283, 53.651, 110.329, 108.270
2014-02-15, 2014-02-15T12:22:01.008000000, -16.482, 1023.654, 1.198, 66.014, 54.287, 110.329, 105.227
2014-02-16, 2014-02-16T06:54:01.008000000, -35.134, 1023.538, 1.198, 62.028, 53.655, 110.305, 110.510
2014-02-17, 2014-02-17T17:40:01.008000000, -25.005, 1023.550, 1.198, 64.823, 54.208, 110.309, 120.923
2014-02-18, 2014-02-18T02:16:01.008000000, -26.597, 1023.576, 1.197, 66.729, 54.223, 110.268, 119.230
2014-02-19, 2014-02-19T14:42:01.008000000, -24.555, 1023.598, 1.195, 67.629, 52.370, 110.264, 121.766
2014-02-20, 2014-02-20T14:26:01.008000000, -15.557, 1023.557, 1.200, 65.931, 53.526, 110.290, 121.202
2014-02-21, 2014-02-21T14:40:01.008000000, -23.120, 1023.484, 1.198, 61.536, 52.501, 110.282, 114.475
2014-02-22, 2014-02-22T15:00:01.008000000, -28.693, 1023.470, 1.197, 61.468, 52.208, 110.357, 116.489
2014-02-23, 2014-02-23T14:24:01.008000000, -22.326, 1023.508, 1.197, 64.031, 52.202, 110.316, 118.836
2014-02-24, 2014-02-24T04:56:01.008000000, -31.203, 1023.541, 1.198, 66.008, 50.092, 110.304, 117.534
2014-02-25, 2014-02-25T04:54:01.008000000, -21.707, 1023.476, 1.197, 61.488, 48.882, 110.288, 110.141
2014-02-26, 2014-02-26T05:22:01.008000000, -25.508, 1023.457, 1.197, 59.409, 48.871, 110.333, 106.934
2014-02-27, 2014-02-27T08:50:01.008000000, -32.526, 1023.402, 1.200, 55.561, 47.502, 110.316, 100.979
2014-02-28, 2014-02-28T04:08:01.008000000, 26.708, 1023.373, 1.199, 54.733, 44.335, 110.303, 95.217
2014-03-01, 2014-03-01T00:54:01.008000000, 30.679, 1023.390, 1.200, 56.277, 42.868, 110.316, 97.587
2014-03-02, 2014-03-02T11:04:01.008000000, -27.719, 1023.384, 1.200, 55.374, 41.937, 110.306, 90.997
2014-03-03, 2014-03-03T10:42:01.008000000, -24.306, 1023.357, 1.199, 53.532, 42.044, 110.268, 88.090
2014-03-04, 2014-03-04T13:18:01.008000000, -20.983, 1023.335, 1.200, 52.294, 42.842, 110.314, 87.126
2014-03-05, 2014-03-05T01:38:01.008000000, -21.715, 1023.407, 1.200, 56.069, 46.281, 110.273, 95.115
2014-03-06, 2014-03-06T02:00:01.008000000, -19.432, 1023.486, 1.201, 62.165, 47.978, 110.314, 104.051
2014-03-07, 2014-03-07T20:04:01.008000000, -16.829, 1023.560, 1.201, 69.639, 48.118, 110.303, 113.982
2014-03-08, 2014-03-08T16:40:01.008000000, -19.555, 1023.542, 1.201, 69.493, 45.610, 110.299, 110.066
2014-03-09, 2014-03-09T16:46:01.008000000, -31.809, 1023.539, 1.203, 71.484, 45.444, 110.290, 112.786
2014-03-10, 2014-03-10T23:52:01.008000000, 25.736, 1023.498, 1.203, 70.353, 45.146, 110.272, 106.996
2014-03-11, 2014-03-11T05:24:01.008000000, -23.259, 1023.464, 1.203, 68.153, 43.090, 110.280, 99.425
2014-03-12, 2014-03-12T00:12:01.008000000, 21.341, 1023.429, 1.203, 67.035, 41.162, 110.334, 93.262
2014-03-13, 2014-03-13T22:16:01.008000000, -26.907, 1023.451, 1.204, 68.562, 39.948, 110.301, 96.706
2014-03-14, 2014-03-14T03:42:01.008000000, -25.081, 1023.407, 1.204, 66.563, 41.293, 110.338, 94.028
2014-03-15, 2014-03-15T22:22:01.008000000, -27.099, 1023.422, 1.203, 67.634, 41.215, 110.343, 96.900
2014-03-16, 2014-03-16T10:56:01.008000000, -23.600, 1023.369, 1.204, 64.593, 40.112, 110.312, 90.857
2014-03-17, 2014-03-17T23:08:01.008000000, -24.044, 1023.378, 1.202, 65.277, 41.504, 110.297, 92.544
2014-03-18, 2014-03-18T00:08:01.008000000, -25.673, 1023.386, 1.206, 66.480, 42.280, 110.262, 94.912
2014-03-19, 2014-03-19T01:14:01.008000000, -21.858, 1023.391, 1.204, 66.438, 41.143, 110.276, 93.978
2014-03-20, 2014-03-20T00:04:01.008000000, 17.757, 1023.369, 1.203, 64.967, 41.123, 110.300, 91.220
2014-03-21, 2014-03-21T06:54:01.008000000, -17.545, 1023.370, 1.202, 66.086, 43.125, 110.308, 92.186
2014-03-22, 2014-03-22T17:22:01.008000000, -20.793, 1023.269, 1.204, 59.397, 46.317, 110.328, 84.725
2014-03-23, 2014-03-23T15:10:01.008000000, -19.135, 1023.168, 1.203, 54.023, 47.604, 110.292, 84.146
2014-03-24, 2014-03-24T17:34:01.008000000, 25.746, 1023.115, 1.200, 49.548, 48.748, 110.321, 81.086
2014-03-25, 2014-03-25T06:16:01.008000000, 29.390, 1023.164, 1.202, 50.776, 49.533, 110.282, 87.379
2014-03-26, 2014-03-26T06:02:01.008000000, 28.891, 1023.245, 1.201, 56.065, 49.810, 110.365, 95.228
2014-03-27, 2014-03-27T00:30:01.008000000, 21.626, 1023.230, 1.200, 57.265, 46.341, 110.317, 98.324
2014-03-28, 2014-03-28T10:50:01.008000000, -19.977, 1023.165, 1.199, 52.852, 41.670, 110.337, 90.892
2014-03-29, 2014-03-29T09:44:01.008000000, -24.895, 1023.119, 1.201, 49.119, 43.660, 110.324, 91.116
2014-03-30, 2014-03-30T23:38:01.008000000, -22.250, 1023.119, 1.199, 48.493, 43.158, 110.315, 86.122
2014-03-31, 2014-03-31T09:54:01.008000000, -22.668, 1023.167, 1.199, 51.054, 43.899, 110.293, 87.091
2014-04-01, 2014-04-01T00:08:01.008000000, -21.240, 1023.213, 1.201, 54.559, 42.507, 110.308, 86.116
2014-04-02, 2014-04-02T23:42:01.008000000, -24.124, 1023.259, 1.202, 57.125, 41.757, 110.299, 85.711
2014-04-03, 2014-04-03T17:48:01.008000000, 25.369, 1023.249, 1.202, 55.383, 42.387, 110.298, 81.511
2014-04-04, 2014-04-04T14:12:01.008000000, -22.065, 1023.250, 1.200, 56.678, 39.795, 110.316, 76.598
2014-04-05, 2014-04-05T13:06:01.008000000, -24.413, 1023.283, 1.200, 58.417, 41.046, 110.306, 74.784
2014-04-06, 2014-04-06T14:28:01.008000000, -27.874, 1023.336, 1.202, 61.709, 40.852, 110.351, 79.449
2014-04-07, 2014-04-07T15:20:01.008000000, -24.686, 1023.329, 1.204, 60.820, 41.942, 110.343, 84.056
