time,timemax,Amax,beta0,beta1,beta2,beta3,beta4,beta5,a0,Ls,alpha,C
2016-09-14,2016-09-14 03:35:00,-13.6320,1023.6300,1.2770,29.9720,103.7130,80.6810,74.9010,11.2976,160527.7601,-0.0070,1.3356
2016-09-15,2016-10-01 18:54:00,1154.4570,1023.3680,1.2780,72.0420,69.6270,81.9970,66.3380,50.0000,64387.0426,-0.0052,1.5353
2016-11-01,2016-11-01 05:47:00,-22.3500,1023.3620,1.2780,74.2470,70.3830,80.3890,66.2810,18.1480,182444.7771,-0.0051,1.5430
2016-11-02,2016-11-02 17:53:00,-24.9400,1023.3350,1.2780,72.6850,74.6380,78.7320,63.2470,20.1505,164260.6955,-0.0051,1.5433
2016-11-03,2016-11-03 12:05:00,27.2690,1023.3360,1.2790,71.6520,78.6780,80.8910,58.6660,21.7104,165065.2858,-0.0048,1.5526
2016-11-04,2016-11-04 18:24:00,-26.7430,1023.3280,1.2790,70.5760,82.3750,84.1870,52.9320,21.1991,188817.1324,-0.0044,1.5656
2016-11-05,2016-11-05 06:20:00,-24.8430,1023.3320,1.2780,70.3870,80.8030,85.7410,49.9360,19.7180,210911.9679,-0.0042,1.5738
2016-11-06,2016-11-06 19:21:00,-20.5930,1023.3350,1.2790,71.6720,79.5290,85.5190,48.4840,16.3228,262494.6351,-0.0042,1.5829
2016-11-07,2016-11-07 19:53:00,-22.3190,1023.3610,1.2790,73.6530,75.8510,85.8470,49.2790,17.7266,246255.2046,-0.0041,1.5878
2016-11-08,2016-11-08 08:45:00,-20.8260,1023.3620,1.2800,73.0980,72.1420,85.7050,49.7350,16.5586,248581.3296,-0.0043,1.5860
2016-11-09,2016-11-09 19:47:00,-17.6190,1023.3680,1.2800,74.1160,72.6060,81.8880,52.5750,14.1628,269714.6433,-0.0047,1.5810
2016-11-10,2016-11-10 21:42:00,-19.0240,1023.3830,1.2800,75.4690,70.6720,79.0180,55.5330,15.3174,233786.0387,-0.0049,1.5774
2016-11-11,2016-11-11 18:00:00,18.7890,1023.3660,1.2790,74.9400,68.3060,79.2850,55.5300,15.1446,229215.6999,-0.0051,1.5758
2016-11-12,2016-11-12 13:41:00,-21.2900,1023.3640,1.2800,72.8480,70.7280,80.3590,54.7130,17.1234,203134.1618,-0.0050,1.5706
2016-11-13,2016-11-13 07:01:00,21.3690,1023.3820,1.2790,70.4950,76.0150,82.8430,56.1530,17.1912,209020.4452,-0.0048,1.5570
2016-11-14,2016-11-14 08:11:00,22.8320,1023.3760,1.2780,68.2340,77.5860,86.0060,55.8010,18.3359,201174.9375,-0.0046,1.5503
2016-11-15,2016-11-15 09:32:00,24.4230,1023.3860,1.2800,70.9080,79.2860,86.4020,57.5320,19.5761,203201.6056,-0.0043,1.5556
2016-11-16,2016-11-16 17:04:00,-22.0590,1023.3650,1.2790,70.7180,80.6510,85.1820,58.5120,17.7523,218778.3356,-0.0044,1.5510
2016-11-17,2016-11-17 11:47:00,24.9590,1023.3520,1.2780,69.5970,83.0240,86.9680,57.9310,20.0000,201080.7355,-0.0042,1.5484
2016-11-18,2016-11-18 15:45:00,-24.6280,1023.3270,1.2790,69.4680,79.8150,86.6370,54.6880,19.6765,201336.4634,-0.0044,1.5582
2016-11-19,2016-11-19 17:18:00,-26.7360,1023.3180,1.2780,69.6630,81.0610,86.5540,53.0920,21.1861,191914.0394,-0.0043,1.5625
2016-11-20,2016-11-20 17:56:00,-25.1270,1023.3190,1.2790,69.9850,83.6070,85.1470,51.0690,20.0000,206224.6340,-0.0042,1.5691
2016-11-21,2016-11-21 17:37:00,-29.6490,1023.3030,1.2780,71.2890,81.8430,81.4040,52.5140,23.4238,163533.4584,-0.0046,1.5676
2016-11-22,2016-11-22 19:24:00,-21.7800,1023.2820,1.2790,73.5350,80.0940,76.4920,51.5070,17.4573,207833.2639,-0.0049,1.5770
2016-11-23,2016-11-23 08:00:00,-22.3880,1023.2490,1.2780,71.8120,81.8900,76.1280,47.3990,17.9059,199666.1258,-0.0050,1.5815
2016-11-24,2016-11-24 20:30:00,-15.8550,1023.2420,1.2780,70.3260,78.9190,78.2130,46.9710,12.7992,275926.5015,-0.0050,1.5795
2016-11-25,2016-11-25 20:47:00,-13.0570,1023.2730,1.2780,67.2670,81.6210,81.4040,51.4580,10.6665,326852.6106,-0.0049,1.5567
2016-11-26,2016-11-26 14:09:00,-14.0650,1023.3220,1.2780,63.7150,89.2050,84.4870,57.2320,11.5023,304734.8605,-0.0047,1.5283
2016-11-27,2016-11-27 18:56:00,22.1100,1023.3500,1.2760,63.7830,90.2470,85.0330,61.1720,17.8270,196815.7534,-0.0047,1.5164
2016-11-28,2016-11-28 10:30:00,23.4580,1023.3560,1.2780,64.6990,83.1510,88.6160,62.2790,18.9238,190624.4246,-0.0046,1.5204
2016-11-29,2016-11-29 16:58:00,-27.8290,1023.3480,1.2790,66.3270,74.0350,88.2740,63.6710,22.2254,152216.0739,-0.0049,1.5232
